
      #t(days)          N(t)     N(t) True         error
  0.000000E+00  0.100000E+04  0.100000E+04  0.000000E+00
  0.100000E-03  0.701000E+03  0.769912E+03  0.895058E-01
  0.200000E-03  0.554281E+03  0.626016E+03  0.114591E+00
  0.300000E-03  0.462667E+03  0.527522E+03  0.122943E+00
  0.400000E-03  0.398911E+03  0.455869E+03  0.124944E+00
  0.500000E-03  0.351571E+03  0.401402E+03  0.124142E+00
  0.600000E-03  0.314842E+03  0.358599E+03  0.122022E+00
  0.700000E-03  0.285419E+03  0.324076E+03  0.119284E+00
  0.800000E-03  0.261265E+03  0.295643E+03  0.116281E+00
  0.900000E-03  0.241049E+03  0.271818E+03  0.113199E+00
  0.100000E-02  0.223858E+03  0.251566E+03  0.110140E+00
  0.110000E-02  0.209049E+03  0.234138E+03  0.107158E+00
  0.120000E-02  0.196147E+03  0.218983E+03  0.104282E+00
  0.130000E-02  0.184801E+03  0.205683E+03  0.101525E+00
  0.140000E-02  0.174741E+03  0.193917E+03  0.988917E-01
  0.150000E-02  0.165755E+03  0.183435E+03  0.963813E-01
  0.160000E-02  0.157678E+03  0.174036E+03  0.939908E-01
  0.170000E-02  0.150377E+03  0.165562E+03  0.917152E-01
  0.180000E-02  0.143744E+03  0.157882E+03  0.895488E-01
  0.190000E-02  0.137689E+03  0.150889E+03  0.874855E-01
  0.200000E-02  0.132139E+03  0.144496E+03  0.855193E-01
  0.210000E-02  0.127033E+03  0.138628E+03  0.836442E-01
  0.220000E-02  0.122319E+03  0.133224E+03  0.818547E-01
  0.230000E-02  0.117953E+03  0.128230E+03  0.801454E-01
  0.240000E-02  0.113897E+03  0.123601E+03  0.785111E-01
  0.250000E-02  0.110119E+03  0.119298E+03  0.769473E-01
  0.260000E-02  0.106591E+03  0.115290E+03  0.754496E-01
  0.270000E-02  0.103289E+03  0.111545E+03  0.740139E-01
  0.280000E-02  0.100192E+03  0.108039E+03  0.726365E-01
  0.290000E-02  0.972805E+02  0.104751E+03  0.713138E-01
  0.300000E-02  0.945387E+02  0.101659E+03  0.700426E-01
  0.310000E-02  0.919520E+02  0.987478E+02  0.688200E-01
  0.320000E-02  0.895074E+02  0.960012E+02  0.676432E-01
  0.330000E-02  0.871935E+02  0.934058E+02  0.665095E-01
  0.340000E-02  0.849998E+02  0.909494E+02  0.654166E-01
  0.350000E-02  0.829173E+02  0.886212E+02  0.643623E-01
  0.360000E-02  0.809377E+02  0.864114E+02  0.633446E-01
  0.370000E-02  0.790533E+02  0.843111E+02  0.623614E-01
  0.380000E-02  0.772576E+02  0.823125E+02  0.614110E-01
  0.390000E-02  0.755442E+02  0.804082E+02  0.604917E-01
  0.400000E-02  0.739077E+02  0.785919E+02  0.596020E-01
  0.410000E-02  0.723429E+02  0.768575E+02  0.587404E-01
  0.420000E-02  0.708452E+02  0.751996E+02  0.579055E-01
  0.430000E-02  0.694103E+02  0.736133E+02  0.570962E-01
  0.440000E-02  0.680344E+02  0.720941E+02  0.563111E-01
  0.450000E-02  0.667138E+02  0.706377E+02  0.555491E-01
  0.460000E-02  0.654453E+02  0.692403E+02  0.548093E-01
  0.470000E-02  0.642258E+02  0.678985E+02  0.540906E-01
  0.480000E-02  0.630526E+02  0.666090E+02  0.533921E-01
  0.490000E-02  0.619229E+02  0.653687E+02  0.527129E-01
  0.500000E-02  0.608345E+02  0.641750E+02  0.520522E-01
  0.510000E-02  0.597851E+02  0.630252E+02  0.514092E-01
  0.520000E-02  0.587726E+02  0.619169E+02  0.507832E-01
  0.530000E-02  0.577951E+02  0.608481E+02  0.501734E-01
  0.540000E-02  0.568508E+02  0.598165E+02  0.495793E-01
  0.550000E-02  0.559381E+02  0.588203E+02  0.490002E-01
  0.560000E-02  0.550553E+02  0.578577E+02  0.484355E-01
  0.570000E-02  0.542010E+02  0.569269E+02  0.478847E-01
  0.580000E-02  0.533739E+02  0.560266E+02  0.473472E-01
  0.590000E-02  0.525726E+02  0.551551E+02  0.468226E-01
  0.600000E-02  0.517960E+02  0.543112E+02  0.463103E-01
  0.610000E-02  0.510430E+02  0.534935E+02  0.458099E-01
  0.620000E-02  0.503124E+02  0.527009E+02  0.453211E-01
  0.630000E-02  0.496033E+02  0.519321E+02  0.448432E-01
  0.640000E-02  0.489148E+02  0.511862E+02  0.443761E-01
  0.650000E-02  0.482459E+02  0.504622E+02  0.439192E-01
  0.660000E-02  0.475958E+02  0.497590E+02  0.434724E-01
  0.670000E-02  0.469638E+02  0.490758E+02  0.430351E-01
  0.680000E-02  0.463491E+02  0.484118E+02  0.426072E-01
  0.690000E-02  0.457510E+02  0.477662E+02  0.421882E-01
  0.700000E-02  0.451688E+02  0.471381E+02  0.417779E-01
  0.710000E-02  0.446019E+02  0.465270E+02  0.413760E-01
  0.720000E-02  0.440497E+02  0.459321E+02  0.409823E-01
  0.730000E-02  0.435116E+02  0.453528E+02  0.405965E-01
  0.740000E-02  0.429872E+02  0.447885E+02  0.402183E-01
  0.750000E-02  0.424758E+02  0.442386E+02  0.398476E-01
  0.760000E-02  0.419770E+02  0.437026E+02  0.394840E-01
  0.770000E-02  0.414904E+02  0.431799E+02  0.391274E-01
  0.780000E-02  0.410154E+02  0.426701E+02  0.387775E-01
  0.790000E-02  0.405518E+02  0.421726E+02  0.384342E-01
  0.800000E-02  0.400990E+02  0.416871E+02  0.380973E-01
  0.810000E-02  0.396567E+02  0.412132E+02  0.377665E-01
  0.820000E-02  0.392246E+02  0.407503E+02  0.374418E-01
  0.830000E-02  0.388022E+02  0.402982E+02  0.371228E-01
  0.840000E-02  0.383893E+02  0.398564E+02  0.368096E-01
  0.850000E-02  0.379856E+02  0.394247E+02  0.365019E-01
  0.860000E-02  0.375907E+02  0.390026E+02  0.361995E-01
  0.870000E-02  0.372044E+02  0.385899E+02  0.359024E-01
  0.880000E-02  0.368263E+02  0.381862E+02  0.356103E-01
  0.890000E-02  0.364563E+02  0.377912E+02  0.353232E-01
  0.900000E-02  0.360940E+02  0.374047E+02  0.350409E-01
  0.910000E-02  0.357393E+02  0.370265E+02  0.347633E-01
  0.920000E-02  0.353919E+02  0.366561E+02  0.344903E-01
  0.930000E-02  0.350515E+02  0.362935E+02  0.342217E-01
  0.940000E-02  0.347179E+02  0.359383E+02  0.339574E-01
  0.950000E-02  0.343911E+02  0.355904E+02  0.336974E-01
  0.960000E-02  0.340706E+02  0.352494E+02  0.334415E-01
  0.970000E-02  0.337565E+02  0.349153E+02  0.331896E-01
  0.980000E-02  0.334484E+02  0.345877E+02  0.329416E-01
  0.990000E-02  0.331462E+02  0.342666E+02  0.326975E-01
  0.100000E-01  0.328497E+02  0.339517E+02  0.324571E-01
  0.101000E-01  0.325588E+02  0.336428E+02  0.322203E-01
  0.102000E-01  0.322734E+02  0.333398E+02  0.319871E-01
  0.103000E-01  0.319932E+02  0.330425E+02  0.317574E-01
  0.104000E-01  0.317181E+02  0.327508E+02  0.315311E-01
  0.105000E-01  0.314480E+02  0.324644E+02  0.313080E-01
  0.106000E-01  0.311828E+02  0.321833E+02  0.310883E-01
  0.107000E-01  0.309222E+02  0.319073E+02  0.308717E-01
  0.108000E-01  0.306663E+02  0.316362E+02  0.306581E-01
  0.109000E-01  0.304148E+02  0.313700E+02  0.304477E-01
  0.110000E-01  0.301677E+02  0.311085E+02  0.302401E-01
  0.111000E-01  0.299249E+02  0.308515E+02  0.300355E-01
  0.112000E-01  0.296862E+02  0.305990E+02  0.298337E-01
  0.113000E-01  0.294515E+02  0.303509E+02  0.296347E-01
  0.114000E-01  0.292207E+02  0.301070E+02  0.294384E-01
  0.115000E-01  0.289938E+02  0.298672E+02  0.292447E-01
  0.116000E-01  0.287706E+02  0.296315E+02  0.290537E-01
  0.117000E-01  0.285510E+02  0.293996E+02  0.288652E-01
  0.118000E-01  0.283350E+02  0.291716E+02  0.286792E-01
  0.119000E-01  0.281225E+02  0.289474E+02  0.284956E-01
  0.120000E-01  0.279133E+02  0.287267E+02  0.283144E-01
  0.121000E-01  0.277075E+02  0.285096E+02  0.281355E-01
  0.122000E-01  0.275049E+02  0.282960E+02  0.279590E-01
  0.123000E-01  0.273055E+02  0.280858E+02  0.277847E-01
  0.124000E-01  0.271091E+02  0.278789E+02  0.276126E-01
  0.125000E-01  0.269157E+02  0.276752E+02  0.274426E-01
  0.126000E-01  0.267253E+02  0.274747E+02  0.272748E-01
  0.127000E-01  0.265378E+02  0.272772E+02  0.271091E-01
  0.128000E-01  0.263530E+02  0.270828E+02  0.269454E-01
  0.129000E-01  0.261710E+02  0.268913E+02  0.267837E-01
  0.130000E-01  0.259917E+02  0.267027E+02  0.266239E-01
  0.131000E-01  0.258150E+02  0.265168E+02  0.264661E-01
  0.132000E-01  0.256409E+02  0.263338E+02  0.263102E-01
  0.133000E-01  0.254693E+02  0.261534E+02  0.261561E-01
  0.134000E-01  0.253002E+02  0.259757E+02  0.260038E-01
  0.135000E-01  0.251335E+02  0.258005E+02  0.258533E-01
  0.136000E-01  0.249691E+02  0.256278E+02  0.257046E-01
  0.137000E-01  0.248070E+02  0.254577E+02  0.255576E-01
  0.138000E-01  0.246472E+02  0.252899E+02  0.254122E-01
  0.139000E-01  0.244896E+02  0.251245E+02  0.252686E-01
  0.140000E-01  0.243342E+02  0.249614E+02  0.251265E-01
  0.141000E-01  0.241809E+02  0.248005E+02  0.249861E-01
  0.142000E-01  0.240296E+02  0.246419E+02  0.248472E-01
  0.143000E-01  0.238804E+02  0.244855E+02  0.247099E-01
  0.144000E-01  0.237332E+02  0.243312E+02  0.245741E-01
  0.145000E-01  0.235880E+02  0.241789E+02  0.244398E-01
  0.146000E-01  0.234447E+02  0.240287E+02  0.243070E-01
  0.147000E-01  0.233032E+02  0.238805E+02  0.241756E-01
  0.148000E-01  0.231636E+02  0.237343E+02  0.240456E-01
  0.149000E-01  0.230258E+02  0.235900E+02  0.239170E-01
  0.150000E-01  0.228898E+02  0.234476E+02  0.237898E-01
  0.151000E-01  0.227555E+02  0.233070E+02  0.236639E-01
  0.152000E-01  0.226229E+02  0.231683E+02  0.235393E-01
  0.153000E-01  0.224920E+02  0.230313E+02  0.234161E-01
  0.154000E-01  0.223627E+02  0.228960E+02  0.232941E-01
  0.155000E-01  0.222350E+02  0.227625E+02  0.231734E-01
  0.156000E-01  0.221090E+02  0.226307E+02  0.230540E-01
  0.157000E-01  0.219844E+02  0.225005E+02  0.229357E-01
  0.158000E-01  0.218614E+02  0.223719E+02  0.228187E-01
  0.159000E-01  0.217399E+02  0.222449E+02  0.227028E-01
  0.160000E-01  0.216198E+02  0.221195E+02  0.225881E-01
  0.161000E-01  0.215012E+02  0.219956E+02  0.224746E-01
  0.162000E-01  0.213841E+02  0.218732E+02  0.223622E-01
  0.163000E-01  0.212683E+02  0.217523E+02  0.222508E-01
  0.164000E-01  0.211538E+02  0.216328E+02  0.221406E-01
  0.165000E-01  0.210407E+02  0.215147E+02  0.220315E-01
  0.166000E-01  0.209290E+02  0.213981E+02  0.219234E-01
  0.167000E-01  0.208185E+02  0.212828E+02  0.218164E-01
  0.168000E-01  0.207093E+02  0.211689E+02  0.217104E-01
  0.169000E-01  0.206013E+02  0.210563E+02  0.216054E-01
  0.170000E-01  0.204946E+02  0.209449E+02  0.215014E-01
  0.171000E-01  0.203891E+02  0.208349E+02  0.213984E-01
  0.172000E-01  0.202848E+02  0.207262E+02  0.212963E-01
  0.173000E-01  0.201816E+02  0.206186E+02  0.211952E-01
  0.174000E-01  0.200796E+02  0.205123E+02  0.210951E-01
  0.175000E-01  0.199787E+02  0.204072E+02  0.209959E-01
  0.176000E-01  0.198790E+02  0.203032E+02  0.208976E-01
  0.177000E-01  0.197803E+02  0.202005E+02  0.208002E-01
  0.178000E-01  0.196827E+02  0.200988E+02  0.207036E-01
  0.179000E-01  0.195861E+02  0.199983E+02  0.206080E-01
  0.180000E-01  0.194906E+02  0.198988E+02  0.205132E-01
  0.181000E-01  0.193962E+02  0.198005E+02  0.204193E-01
  0.182000E-01  0.193027E+02  0.197032E+02  0.203262E-01
  0.183000E-01  0.192102E+02  0.196070E+02  0.202339E-01
  0.184000E-01  0.191187E+02  0.195117E+02  0.201425E-01
  0.185000E-01  0.190282E+02  0.194175E+02  0.200519E-01
  0.186000E-01  0.189386E+02  0.193243E+02  0.199620E-01
  0.187000E-01  0.188499E+02  0.192321E+02  0.198729E-01
  0.188000E-01  0.187622E+02  0.191409E+02  0.197846E-01
  0.189000E-01  0.186753E+02  0.190506E+02  0.196971E-01
  0.190000E-01  0.185894E+02  0.189612E+02  0.196103E-01
  0.191000E-01  0.185043E+02  0.188728E+02  0.195243E-01
  0.192000E-01  0.184201E+02  0.187853E+02  0.194390E-01
  0.193000E-01  0.183367E+02  0.186986E+02  0.193544E-01
  0.194000E-01  0.182542E+02  0.186129E+02  0.192705E-01
  0.195000E-01  0.181725E+02  0.185280E+02  0.191874E-01
  0.196000E-01  0.180916E+02  0.184439E+02  0.191049E-01
  0.197000E-01  0.180115E+02  0.183608E+02  0.190231E-01
  0.198000E-01  0.179322E+02  0.182784E+02  0.189420E-01
  0.199000E-01  0.178536E+02  0.181968E+02  0.188615E-01
  0.200000E-01  0.177759E+02  0.181161E+02  0.187817E-01
  0.201000E-01  0.176988E+02  0.180362E+02  0.187026E-01
  0.202000E-01  0.176226E+02  0.179570E+02  0.186241E-01
  0.203000E-01  0.175470E+02  0.178786E+02  0.185462E-01
  0.204000E-01  0.174722E+02  0.178010E+02  0.184690E-01
  0.205000E-01  0.173981E+02  0.177241E+02  0.183924E-01
  0.206000E-01  0.173247E+02  0.176479E+02  0.183164E-01
  0.207000E-01  0.172520E+02  0.175725E+02  0.182410E-01
  0.208000E-01  0.171799E+02  0.174978E+02  0.181662E-01
  0.209000E-01  0.171086E+02  0.174238E+02  0.180919E-01
  0.210000E-01  0.170378E+02  0.173505E+02  0.180183E-01
  0.211000E-01  0.169678E+02  0.172779E+02  0.179452E-01
  0.212000E-01  0.168984E+02  0.172059E+02  0.178727E-01
  0.213000E-01  0.168296E+02  0.171346E+02  0.178008E-01
  0.214000E-01  0.167615E+02  0.170640E+02  0.177294E-01
  0.215000E-01  0.166940E+02  0.169941E+02  0.176586E-01
  0.216000E-01  0.166271E+02  0.169247E+02  0.175883E-01
  0.217000E-01  0.165607E+02  0.168560E+02  0.175185E-01
  0.218000E-01  0.164950E+02  0.167880E+02  0.174493E-01
  0.219000E-01  0.164299E+02  0.167205E+02  0.173806E-01
  0.220000E-01  0.163653E+02  0.166537E+02  0.173124E-01
  0.221000E-01  0.163014E+02  0.165874E+02  0.172447E-01
  0.222000E-01  0.162379E+02  0.165217E+02  0.171775E-01
  0.223000E-01  0.161751E+02  0.164567E+02  0.171108E-01
  0.224000E-01  0.161128E+02  0.163922E+02  0.170446E-01
  0.225000E-01  0.160510E+02  0.163282E+02  0.169789E-01
  0.226000E-01  0.159897E+02  0.162648E+02  0.169137E-01
  0.227000E-01  0.159290E+02  0.162020E+02  0.168489E-01
  0.228000E-01  0.158688E+02  0.161397E+02  0.167846E-01
  0.229000E-01  0.158092E+02  0.160780E+02  0.167208E-01
  0.230000E-01  0.157500E+02  0.160168E+02  0.166575E-01
  0.231000E-01  0.156913E+02  0.159561E+02  0.165946E-01
  0.232000E-01  0.156332E+02  0.158959E+02  0.165321E-01
  0.233000E-01  0.155755E+02  0.158363E+02  0.164701E-01
  0.234000E-01  0.155183E+02  0.157771E+02  0.164085E-01
  0.235000E-01  0.154615E+02  0.157185E+02  0.163474E-01
  0.236000E-01  0.154053E+02  0.156603E+02  0.162867E-01
  0.237000E-01  0.153495E+02  0.156027E+02  0.162264E-01
  0.238000E-01  0.152942E+02  0.155455E+02  0.161665E-01
  0.239000E-01  0.152393E+02  0.154888E+02  0.161071E-01
  0.240000E-01  0.151848E+02  0.154325E+02  0.160480E-01
  0.241000E-01  0.151309E+02  0.153767E+02  0.159894E-01
  0.242000E-01  0.150773E+02  0.153214E+02  0.159312E-01
  0.243000E-01  0.150242E+02  0.152665E+02  0.158734E-01
  0.244000E-01  0.149715E+02  0.152121E+02  0.158159E-01
  0.245000E-01  0.149192E+02  0.151581E+02  0.157589E-01
  0.246000E-01  0.148674E+02  0.151045E+02  0.157022E-01
  0.247000E-01  0.148159E+02  0.150514E+02  0.156459E-01
  0.248000E-01  0.147649E+02  0.149987E+02  0.155900E-01
  0.249000E-01  0.147142E+02  0.149464E+02  0.155345E-01
  0.250000E-01  0.146640E+02  0.148946E+02  0.154794E-01
  0.251000E-01  0.146142E+02  0.148431E+02  0.154246E-01
  0.252000E-01  0.145647E+02  0.147921E+02  0.153701E-01
  0.253000E-01  0.145156E+02  0.147414E+02  0.153161E-01
  0.254000E-01  0.144669E+02  0.146912E+02  0.152624E-01
  0.255000E-01  0.144186E+02  0.146413E+02  0.152090E-01
  0.256000E-01  0.143707E+02  0.145918E+02  0.151560E-01
  0.257000E-01  0.143231E+02  0.145427E+02  0.151033E-01
  0.258000E-01  0.142759E+02  0.144940E+02  0.150510E-01
  0.259000E-01  0.142290E+02  0.144457E+02  0.149990E-01
  0.260000E-01  0.141825E+02  0.143977E+02  0.149473E-01
  0.261000E-01  0.141363E+02  0.143501E+02  0.148960E-01
  0.262000E-01  0.140905E+02  0.143028E+02  0.148450E-01
  0.263000E-01  0.140450E+02  0.142559E+02  0.147943E-01
  0.264000E-01  0.139999E+02  0.142094E+02  0.147440E-01
  0.265000E-01  0.139551E+02  0.141632E+02  0.146940E-01
  0.266000E-01  0.139106E+02  0.141174E+02  0.146442E-01
  0.267000E-01  0.138665E+02  0.140719E+02  0.145948E-01
  0.268000E-01  0.138227E+02  0.140267E+02  0.145457E-01
  0.269000E-01  0.137792E+02  0.139819E+02  0.144969E-01
  0.270000E-01  0.137360E+02  0.139374E+02  0.144484E-01
  0.271000E-01  0.136931E+02  0.138932E+02  0.144002E-01
  0.272000E-01  0.136506E+02  0.138493E+02  0.143524E-01
  0.273000E-01  0.136083E+02  0.138058E+02  0.143047E-01
  0.274000E-01  0.135664E+02  0.137626E+02  0.142574E-01
  0.275000E-01  0.135247E+02  0.137197E+02  0.142104E-01
  0.276000E-01  0.134834E+02  0.136771E+02  0.141637E-01
  0.277000E-01  0.134423E+02  0.136348E+02  0.141172E-01
  0.278000E-01  0.134016E+02  0.135928E+02  0.140711E-01
  0.279000E-01  0.133611E+02  0.135511E+02  0.140252E-01
  0.280000E-01  0.133209E+02  0.135097E+02  0.139795E-01
  0.281000E-01  0.132810E+02  0.134686E+02  0.139342E-01
  0.282000E-01  0.132413E+02  0.134278E+02  0.138891E-01
  0.283000E-01  0.132020E+02  0.133873E+02  0.138443E-01
  0.284000E-01  0.131629E+02  0.133471E+02  0.137998E-01
  0.285000E-01  0.131241E+02  0.133071E+02  0.137555E-01
  0.286000E-01  0.130855E+02  0.132674E+02  0.137115E-01
  0.287000E-01  0.130472E+02  0.132280E+02  0.136677E-01
  0.288000E-01  0.130092E+02  0.131889E+02  0.136242E-01
  0.289000E-01  0.129715E+02  0.131500E+02  0.135809E-01
  0.290000E-01  0.129340E+02  0.131115E+02  0.135379E-01
  0.291000E-01  0.128967E+02  0.130731E+02  0.134952E-01
  0.292000E-01  0.128597E+02  0.130351E+02  0.134527E-01
  0.293000E-01  0.128229E+02  0.129972E+02  0.134104E-01
  0.294000E-01  0.127864E+02  0.129597E+02  0.133684E-01
  0.295000E-01  0.127502E+02  0.129224E+02  0.133266E-01
  0.296000E-01  0.127142E+02  0.128853E+02  0.132851E-01
  0.297000E-01  0.126784E+02  0.128485E+02  0.132438E-01
  0.298000E-01  0.126428E+02  0.128120E+02  0.132027E-01
  0.299000E-01  0.126075E+02  0.127757E+02  0.131619E-01
  0.300000E-01  0.125724E+02  0.127396E+02  0.131213E-01
  0.301000E-01  0.125376E+02  0.127038E+02  0.130809E-01
  0.302000E-01  0.125030E+02  0.126682E+02  0.130407E-01
  0.303000E-01  0.124686E+02  0.126328E+02  0.130008E-01
  0.304000E-01  0.124344E+02  0.125977E+02  0.129611E-01
  0.305000E-01  0.124005E+02  0.125628E+02  0.129216E-01
  0.306000E-01  0.123667E+02  0.125281E+02  0.128823E-01
  0.307000E-01  0.123332E+02  0.124937E+02  0.128432E-01
  0.308000E-01  0.122999E+02  0.124595E+02  0.128044E-01
  0.309000E-01  0.122668E+02  0.124255E+02  0.127658E-01
  0.310000E-01  0.122340E+02  0.123917E+02  0.127274E-01
  0.311000E-01  0.122013E+02  0.123581E+02  0.126891E-01
  0.312000E-01  0.121688E+02  0.123248E+02  0.126511E-01
  0.313000E-01  0.121366E+02  0.122916E+02  0.126133E-01
  0.314000E-01  0.121045E+02  0.122587E+02  0.125757E-01
  0.315000E-01  0.120727E+02  0.122260E+02  0.125384E-01
  0.316000E-01  0.120410E+02  0.121935E+02  0.125012E-01
  0.317000E-01  0.120096E+02  0.121611E+02  0.124642E-01
  0.318000E-01  0.119783E+02  0.121290E+02  0.124274E-01
  0.319000E-01  0.119472E+02  0.120971E+02  0.123908E-01
  0.320000E-01  0.119164E+02  0.120654E+02  0.123544E-01
  0.321000E-01  0.118857E+02  0.120339E+02  0.123182E-01
  0.322000E-01  0.118552E+02  0.120026E+02  0.122821E-01
  0.323000E-01  0.118249E+02  0.119715E+02  0.122463E-01
  0.324000E-01  0.117948E+02  0.119406E+02  0.122107E-01
  0.325000E-01  0.117648E+02  0.119098E+02  0.121752E-01
  0.326000E-01  0.117351E+02  0.118793E+02  0.121399E-01
  0.327000E-01  0.117055E+02  0.118489E+02  0.121048E-01
  0.328000E-01  0.116761E+02  0.118187E+02  0.120699E-01
  0.329000E-01  0.116469E+02  0.117887E+02  0.120352E-01
  0.330000E-01  0.116178E+02  0.117589E+02  0.120006E-01
  0.331000E-01  0.115889E+02  0.117293E+02  0.119663E-01
  0.332000E-01  0.115602E+02  0.116998E+02  0.119321E-01
  0.333000E-01  0.115317E+02  0.116706E+02  0.118980E-01
  0.334000E-01  0.115033E+02  0.116415E+02  0.118642E-01
  0.335000E-01  0.114751E+02  0.116125E+02  0.118305E-01
  0.336000E-01  0.114471E+02  0.115838E+02  0.117970E-01
  0.337000E-01  0.114193E+02  0.115552E+02  0.117637E-01
  0.338000E-01  0.113916E+02  0.115268E+02  0.117305E-01
  0.339000E-01  0.113640E+02  0.114985E+02  0.116975E-01
  0.340000E-01  0.113366E+02  0.114704E+02  0.116646E-01
  0.341000E-01  0.113094E+02  0.114425E+02  0.116320E-01
  0.342000E-01  0.112824E+02  0.114148E+02  0.115995E-01
  0.343000E-01  0.112554E+02  0.113872E+02  0.115671E-01
  0.344000E-01  0.112287E+02  0.113597E+02  0.115349E-01
  0.345000E-01  0.112021E+02  0.113325E+02  0.115029E-01
  0.346000E-01  0.111757E+02  0.113053E+02  0.114710E-01
  0.347000E-01  0.111494E+02  0.112784E+02  0.114393E-01
  0.348000E-01  0.111232E+02  0.112516E+02  0.114077E-01
  0.349000E-01  0.110972E+02  0.112249E+02  0.113763E-01
  0.350000E-01  0.110714E+02  0.111984E+02  0.113451E-01
  0.351000E-01  0.110457E+02  0.111721E+02  0.113140E-01
  0.352000E-01  0.110201E+02  0.111459E+02  0.112830E-01
  0.353000E-01  0.109947E+02  0.111198E+02  0.112522E-01
  0.354000E-01  0.109694E+02  0.110939E+02  0.112216E-01
  0.355000E-01  0.109443E+02  0.110682E+02  0.111910E-01
  0.356000E-01  0.109193E+02  0.110426E+02  0.111607E-01
  0.357000E-01  0.108945E+02  0.110171E+02  0.111305E-01
  0.358000E-01  0.108698E+02  0.109918E+02  0.111004E-01
  0.359000E-01  0.108452E+02  0.109666E+02  0.110705E-01
  0.360000E-01  0.108207E+02  0.109415E+02  0.110407E-01
  0.361000E-01  0.107964E+02  0.109166E+02  0.110110E-01
  0.362000E-01  0.107723E+02  0.108919E+02  0.109815E-01
  0.363000E-01  0.107482E+02  0.108672E+02  0.109522E-01
  0.364000E-01  0.107243E+02  0.108427E+02  0.109229E-01
  0.365000E-01  0.107005E+02  0.108184E+02  0.108939E-01
  0.366000E-01  0.106769E+02  0.107942E+02  0.108649E-01
  0.367000E-01  0.106534E+02  0.107701E+02  0.108361E-01
  0.368000E-01  0.106300E+02  0.107461E+02  0.108074E-01
  0.369000E-01  0.106067E+02  0.107223E+02  0.107788E-01
  0.370000E-01  0.105836E+02  0.106986E+02  0.107504E-01
  0.371000E-01  0.105605E+02  0.106750E+02  0.107221E-01
