 
      #t(days)          N(t)     N(t) True         error
  0.843000E+01  0.108795E+04  0.108796E+04  0.421471E-05
  0.844000E+01  0.108806E+04  0.108806E+04  0.421971E-05
  0.845000E+01  0.108817E+04  0.108817E+04  0.422471E-05
  0.846000E+01  0.108828E+04  0.108828E+04  0.422971E-05
  0.847000E+01  0.108839E+04  0.108839E+04  0.423471E-05
  0.848000E+01  0.108849E+04  0.108850E+04  0.423971E-05
  0.849000E+01  0.108860E+04  0.108861E+04  0.424471E-05
  0.850000E+01  0.108871E+04  0.108872E+04  0.424971E-05
  0.851000E+01  0.108882E+04  0.108883E+04  0.425471E-05
  0.852000E+01  0.108893E+04  0.108893E+04  0.425971E-05
  0.853000E+01  0.108904E+04  0.108904E+04  0.426471E-05
  0.854000E+01  0.108915E+04  0.108915E+04  0.426971E-05
  0.855000E+01  0.108926E+04  0.108926E+04  0.427471E-05
  0.856000E+01  0.108937E+04  0.108937E+04  0.427971E-05
  0.857000E+01  0.108947E+04  0.108948E+04  0.428470E-05
  0.858000E+01  0.108958E+04  0.108959E+04  0.428970E-05
  0.859000E+01  0.108969E+04  0.108970E+04  0.429470E-05
  0.860000E+01  0.108980E+04  0.108981E+04  0.429970E-05
  0.861000E+01  0.108991E+04  0.108992E+04  0.430470E-05
  0.862000E+01  0.109002E+04  0.109002E+04  0.430970E-05
  0.863000E+01  0.109013E+04  0.109013E+04  0.431470E-05
  0.864000E+01  0.109024E+04  0.109024E+04  0.431970E-05
  0.865000E+01  0.109035E+04  0.109035E+04  0.432470E-05
  0.866000E+01  0.109046E+04  0.109046E+04  0.432970E-05
  0.867000E+01  0.109056E+04  0.109057E+04  0.433470E-05
  0.868000E+01  0.109067E+04  0.109068E+04  0.433970E-05
  0.869000E+01  0.109078E+04  0.109079E+04  0.434470E-05
  0.870000E+01  0.109089E+04  0.109090E+04  0.434970E-05
  0.871000E+01  0.109100E+04  0.109101E+04  0.435470E-05
  0.872000E+01  0.109111E+04  0.109111E+04  0.435970E-05
  0.873000E+01  0.109122E+04  0.109122E+04  0.436470E-05
  0.874000E+01  0.109133E+04  0.109133E+04  0.436970E-05
  0.875000E+01  0.109144E+04  0.109144E+04  0.437470E-05
  0.876000E+01  0.109155E+04  0.109155E+04  0.437970E-05
  0.877000E+01  0.109166E+04  0.109166E+04  0.438470E-05
  0.878000E+01  0.109176E+04  0.109177E+04  0.438970E-05
  0.879000E+01  0.109187E+04  0.109188E+04  0.439470E-05
  0.880000E+01  0.109198E+04  0.109199E+04  0.439970E-05
  0.881000E+01  0.109209E+04  0.109210E+04  0.440470E-05
  0.882000E+01  0.109220E+04  0.109221E+04  0.440970E-05
  0.883000E+01  0.109231E+04  0.109232E+04  0.441470E-05
  0.884000E+01  0.109242E+04  0.109243E+04  0.441970E-05
  0.885000E+01  0.109253E+04  0.109253E+04  0.442470E-05
  0.886000E+01  0.109264E+04  0.109264E+04  0.442969E-05
  0.887000E+01  0.109275E+04  0.109275E+04  0.443469E-05
  0.888000E+01  0.109286E+04  0.109286E+04  0.443969E-05
  0.889000E+01  0.109297E+04  0.109297E+04  0.444469E-05
  0.890000E+01  0.109308E+04  0.109308E+04  0.444969E-05
  0.891000E+01  0.109319E+04  0.109319E+04  0.445469E-05
  0.892000E+01  0.109329E+04  0.109330E+04  0.445969E-05
  0.893000E+01  0.109340E+04  0.109341E+04  0.446469E-05
  0.894000E+01  0.109351E+04  0.109352E+04  0.446969E-05
  0.895000E+01  0.109362E+04  0.109363E+04  0.447469E-05
  0.896000E+01  0.109373E+04  0.109374E+04  0.447969E-05
  0.897000E+01  0.109384E+04  0.109385E+04  0.448469E-05
  0.898000E+01  0.109395E+04  0.109396E+04  0.448969E-05
  0.899000E+01  0.109406E+04  0.109406E+04  0.449469E-05
  0.900000E+01  0.109417E+04  0.109417E+04  0.449969E-05
  0.901000E+01  0.109428E+04  0.109428E+04  0.450469E-05
  0.902000E+01  0.109439E+04  0.109439E+04  0.450969E-05
  0.903000E+01  0.109450E+04  0.109450E+04  0.451469E-05
  0.904000E+01  0.109461E+04  0.109461E+04  0.451969E-05
  0.905000E+01  0.109472E+04  0.109472E+04  0.452469E-05
  0.906000E+01  0.109483E+04  0.109483E+04  0.452969E-05
  0.907000E+01  0.109494E+04  0.109494E+04  0.453469E-05
  0.908000E+01  0.109504E+04  0.109505E+04  0.453969E-05
  0.909000E+01  0.109515E+04  0.109516E+04  0.454469E-05
  0.910000E+01  0.109526E+04  0.109527E+04  0.454969E-05
  0.911000E+01  0.109537E+04  0.109538E+04  0.455469E-05
  0.912000E+01  0.109548E+04  0.109549E+04  0.455969E-05
  0.913000E+01  0.109559E+04  0.109560E+04  0.456469E-05
  0.914000E+01  0.109570E+04  0.109571E+04  0.456968E-05
  0.915000E+01  0.109581E+04  0.109582E+04  0.457468E-05
  0.916000E+01  0.109592E+04  0.109593E+04  0.457968E-05
  0.917000E+01  0.109603E+04  0.109604E+04  0.458468E-05
  0.918000E+01  0.109614E+04  0.109615E+04  0.458968E-05
  0.919000E+01  0.109625E+04  0.109626E+04  0.459468E-05
  0.920000E+01  0.109636E+04  0.109636E+04  0.459968E-05
  0.921000E+01  0.109647E+04  0.109647E+04  0.460468E-05
  0.922000E+01  0.109658E+04  0.109658E+04  0.460968E-05
  0.923000E+01  0.109669E+04  0.109669E+04  0.461468E-05
  0.924000E+01  0.109680E+04  0.109680E+04  0.461968E-05
  0.925000E+01  0.109691E+04  0.109691E+04  0.462468E-05
  0.926000E+01  0.109702E+04  0.109702E+04  0.462968E-05
  0.927000E+01  0.109713E+04  0.109713E+04  0.463468E-05
  0.928000E+01  0.109724E+04  0.109724E+04  0.463968E-05
  0.929000E+01  0.109735E+04  0.109735E+04  0.464468E-05
  0.930000E+01  0.109746E+04  0.109746E+04  0.464968E-05
  0.931000E+01  0.109757E+04  0.109757E+04  0.465468E-05
  0.932000E+01  0.109768E+04  0.109768E+04  0.465968E-05
  0.933000E+01  0.109779E+04  0.109779E+04  0.466468E-05
  0.934000E+01  0.109790E+04  0.109790E+04  0.466968E-05
  0.935000E+01  0.109801E+04  0.109801E+04  0.467468E-05
  0.936000E+01  0.109812E+04  0.109812E+04  0.467968E-05
  0.937000E+01  0.109823E+04  0.109823E+04  0.468468E-05
  0.938000E+01  0.109833E+04  0.109834E+04  0.468968E-05
  0.939000E+01  0.109844E+04  0.109845E+04  0.469468E-05
  0.940000E+01  0.109855E+04  0.109856E+04  0.469968E-05
  0.941000E+01  0.109866E+04  0.109867E+04  0.470468E-05
  0.942000E+01  0.109877E+04  0.109878E+04  0.470967E-05
  0.943000E+01  0.109888E+04  0.109889E+04  0.471467E-05
  0.944000E+01  0.109899E+04  0.109900E+04  0.471967E-05
  0.945000E+01  0.109910E+04  0.109911E+04  0.472467E-05
  0.946000E+01  0.109921E+04  0.109922E+04  0.472967E-05
  0.947000E+01  0.109932E+04  0.109933E+04  0.473467E-05
  0.948000E+01  0.109943E+04  0.109944E+04  0.473967E-05
  0.949000E+01  0.109954E+04  0.109955E+04  0.474467E-05
  0.950000E+01  0.109965E+04  0.109966E+04  0.474967E-05
  0.951000E+01  0.109976E+04  0.109977E+04  0.475467E-05
  0.952000E+01  0.109987E+04  0.109988E+04  0.475967E-05
  0.953000E+01  0.109998E+04  0.109999E+04  0.476467E-05
  0.954000E+01  0.110009E+04  0.110010E+04  0.476967E-05
  0.955000E+01  0.110020E+04  0.110021E+04  0.477467E-05
  0.956000E+01  0.110031E+04  0.110032E+04  0.477967E-05
  0.957000E+01  0.110042E+04  0.110043E+04  0.478467E-05
  0.958000E+01  0.110053E+04  0.110054E+04  0.478967E-05
  0.959000E+01  0.110064E+04  0.110065E+04  0.479467E-05
  0.960000E+01  0.110075E+04  0.110076E+04  0.479967E-05
  0.961000E+01  0.110086E+04  0.110087E+04  0.480467E-05
  0.962000E+01  0.110097E+04  0.110098E+04  0.480967E-05
  0.963000E+01  0.110108E+04  0.110109E+04  0.481467E-05
  0.964000E+01  0.110119E+04  0.110120E+04  0.481967E-05
  0.965000E+01  0.110130E+04  0.110131E+04  0.482467E-05
  0.966000E+01  0.110141E+04  0.110142E+04  0.482967E-05
  0.967000E+01  0.110152E+04  0.110153E+04  0.483467E-05
  0.968000E+01  0.110163E+04  0.110164E+04  0.483967E-05
  0.969000E+01  0.110174E+04  0.110175E+04  0.484467E-05
  0.970000E+01  0.110186E+04  0.110186E+04  0.484966E-05
  0.971000E+01  0.110197E+04  0.110197E+04  0.485466E-05
  0.972000E+01  0.110208E+04  0.110208E+04  0.485966E-05
  0.973000E+01  0.110219E+04  0.110219E+04  0.486466E-05
  0.974000E+01  0.110230E+04  0.110230E+04  0.486966E-05
  0.975000E+01  0.110241E+04  0.110241E+04  0.487466E-05
  0.976000E+01  0.110252E+04  0.110252E+04  0.487966E-05
  0.977000E+01  0.110263E+04  0.110263E+04  0.488466E-05
  0.978000E+01  0.110274E+04  0.110274E+04  0.488966E-05
  0.979000E+01  0.110285E+04  0.110285E+04  0.489466E-05
  0.980000E+01  0.110296E+04  0.110296E+04  0.489966E-05
  0.981000E+01  0.110307E+04  0.110307E+04  0.490466E-05
  0.982000E+01  0.110318E+04  0.110318E+04  0.490966E-05
  0.983000E+01  0.110329E+04  0.110329E+04  0.491466E-05
  0.984000E+01  0.110340E+04  0.110340E+04  0.491966E-05
  0.985000E+01  0.110351E+04  0.110351E+04  0.492466E-05
  0.986000E+01  0.110362E+04  0.110362E+04  0.492966E-05
  0.987000E+01  0.110373E+04  0.110374E+04  0.493466E-05
  0.988000E+01  0.110384E+04  0.110385E+04  0.493966E-05
  0.989000E+01  0.110395E+04  0.110396E+04  0.494466E-05
  0.990000E+01  0.110406E+04  0.110407E+04  0.494966E-05
  0.991000E+01  0.110417E+04  0.110418E+04  0.495466E-05
  0.992000E+01  0.110428E+04  0.110429E+04  0.495966E-05
  0.993000E+01  0.110439E+04  0.110440E+04  0.496466E-05
  0.994000E+01  0.110450E+04  0.110451E+04  0.496966E-05
  0.995000E+01  0.110461E+04  0.110462E+04  0.497466E-05
  0.996000E+01  0.110472E+04  0.110473E+04  0.497966E-05
  0.997000E+01  0.110483E+04  0.110484E+04  0.498466E-05
  0.998000E+01  0.110494E+04  0.110495E+04  0.498965E-05
  0.999000E+01  0.110505E+04  0.110506E+04  0.499465E-05
