              #h    forward_diff       rel_error    central_diff       rel_error   extrapol_diff       rel_error
    0.246263E-10    0.110517E+01    0.355265E-06    0.110517E+01    0.355265E-06    0.110516E+01    0.105228E-04
    0.197010E-10    0.110516E+01    0.780328E-05    0.110517E+01    0.239490E-05    0.110519E+01    0.159925E-04
    0.157608E-10    0.110517E+01    0.525373E-05    0.110517E+01    0.525373E-05    0.110518E+01    0.117432E-04
    0.126086E-10    0.110517E+01    0.525373E-05    0.110518E+01    0.106809E-04    0.110516E+01    0.105653E-04
    0.100869E-10    0.110517E+01    0.127007E-05    0.110517E+01    0.127007E-05    0.110520E+01    0.252877E-04
    0.806953E-11    0.110517E+01    0.127007E-05    0.110517E+01    0.127007E-05    0.110517E+01    0.127007E-05
    0.645562E-11    0.110516E+01    0.749454E-05    0.110516E+01    0.749454E-05    0.110512E+01    0.489910E-04
    0.516450E-11    0.110517E+01    0.286048E-06    0.110517E+01    0.286048E-06    0.110523E+01    0.521566E-04
    0.413160E-11    0.110517E+01    0.286048E-06    0.110517E+01    0.286048E-06    0.110517E+01    0.286048E-06
    0.330528E-11    0.110516E+01    0.118711E-04    0.110516E+01    0.118711E-04    0.110507E+01    0.929189E-04
    0.264422E-11    0.110517E+01    0.332534E-05    0.110517E+01    0.332534E-05    0.110529E+01    0.104635E-03
    0.211538E-11    0.110509E+01    0.726570E-04    0.110520E+01    0.223209E-04    0.110534E+01    0.148958E-03
    0.169230E-11    0.110517E+01    0.142355E-05    0.110517E+01    0.142355E-05    0.110499E+01    0.159720E-03
    0.135384E-11    0.110510E+01    0.607847E-04    0.110527E+01    0.876182E-04    0.110505E+01    0.110252E-03
    0.108307E-11    0.110502E+01    0.134986E-03    0.110523E+01    0.505175E-04    0.110495E+01    0.196821E-03
    0.866459E-12    0.110502E+01    0.134986E-03    0.110528E+01    0.968934E-04    0.110562E+01    0.406066E-03
    0.693167E-12    0.110515E+01    0.190464E-04    0.110515E+01    0.190464E-04    0.110515E+01    0.190464E-04
    0.554534E-12    0.110515E+01    0.190464E-04    0.110515E+01    0.190464E-04    0.110515E+01    0.190464E-04
    0.443627E-12    0.110515E+01    0.190464E-04    0.110515E+01    0.190464E-04    0.110515E+01    0.190464E-04
    0.354902E-12    0.110490E+01    0.245491E-03    0.110553E+01    0.320621E-03    0.110469E+01    0.434196E-03
    0.283921E-12    0.110506E+01    0.103963E-03    0.110506E+01    0.103963E-03    0.110610E+01    0.839557E-03
    0.227137E-12    0.110466E+01    0.457784E-03    0.110564E+01    0.426767E-03    0.110434E+01    0.752634E-03
    0.181710E-12    0.110466E+01    0.457784E-03    0.110589E+01    0.647905E-03    0.110426E+01    0.826346E-03
    0.145368E-12    0.110436E+01    0.734206E-03    0.110436E+01    0.734206E-03    0.110640E+01    0.110861E-02
    0.116294E-12    0.110360E+01    0.142526E-02    0.110551E+01    0.302377E-03    0.110296E+01    0.200114E-02
    0.930354E-13    0.110503E+01    0.129532E-03    0.110503E+01    0.129532E-03    0.110185E+01    0.300893E-02
    0.744283E-13    0.110383E+01    0.120931E-02    0.110682E+01    0.149013E-02    0.110284E+01    0.210912E-02
    0.595426E-13    0.110383E+01    0.120931E-02    0.110756E+01    0.216499E-02    0.110259E+01    0.233407E-02
    0.476341E-13    0.110477E+01    0.365733E-03    0.110477E+01    0.365733E-03    0.111098E+01    0.525809E-02
    0.381073E-13    0.110127E+01    0.352913E-02    0.110127E+01    0.352913E-02    0.110904E+01    0.350064E-02
    0.304858E-13    0.109981E+01    0.484722E-02    0.109981E+01    0.484722E-02    0.110953E+01    0.394001E-02
    0.243887E-13    0.110163E+01    0.319961E-02    0.110163E+01    0.319961E-02    0.111377E+01    0.778441E-02
    0.195109E-13    0.110391E+01    0.114011E-02    0.110391E+01    0.114011E-02    0.111908E+01    0.125899E-01
    0.156087E-13    0.109538E+01    0.886325E-02    0.109538E+01    0.886325E-02    0.111434E+01    0.829929E-02
    0.124870E-13    0.110249E+01    0.242730E-02    0.110249E+01    0.242730E-02    0.110249E+01    0.242730E-02
